order_id,customer_id,order_date,cohort_month,tier,channel,revenue,month_number
9003,1089,2024-04-16,2023-11-01,Basic,Paid,34.5321885788415,5
9004,1089,2024-05-16,2023-11-01,Basic,Paid,41.35628533202561,6
9005,1090,2023-01-25,2023-01-01,Pro,Paid,109.93050980727526,0
9006,1090,2023-02-24,2023-01-01,Pro,Paid,108.47808020888436,1
9007,1091,2023-02-17,2023-02-01,Pro,Organic,95.80552807031471,0
9008,1091,2023-03-19,2023-02-01,Pro,Organic,113.26023843522384,1
9009,1092,2023-04-20,2023-04-01,Basic,Paid,38.033955815869604,0
9010,1092,2023-05-20,2023-04-01,Basic,Paid,39.07335703033307,1
9011,1092,2023-06-19,2023-04-01,Basic,Paid,42.78074165646602,2
9012,1093,2023-03-13,2023-03-01,Basic,Social,31.835151282761963,0
9013,1093,2023-04-12,2023-03-01,Basic,Social,37.70406219061695,1
9014,1093,2023-05-12,2023-03-01,Basic,Social,38.64689122062819,2
9015,1094,2024-01-06,2024-01-01,Pro,Organic,101.21061561622838,0
9016,1094,2024-02-05,2024-01-01,Pro,Organic,99.5640952385104,1
9017,1094,2024-03-06,2024-01-01,Pro,Organic,106.25832285943427,2
9018,1094,2024-04-05,2024-01-01,Pro,Organic,111.95081951168733,3
9019,1094,2024-05-05,2024-01-01,Pro,Organic,112.32675684080071,4
9020,1094,2024-06-04,2024-01-01,Pro,Organic,109.3164519374967,5
9021,1094,2024-07-04,2024-01-01,Pro,Organic,98.64484816002197,6
9022,1094,2024-08-03,2024-01-01,Pro,Organic,94.55980148956556,7
9023,1094,2024-09-02,2024-01-01,Pro,Organic,97.17026741878485,8
9024,1094,2024-10-02,2024-01-01,Pro,Organic,103.4968688772297,9
9025,1094,2024-11-01,2024-01-01,Pro,Organic,100.05529187188722,10
9026,1094,2024-12-01,2024-01-01,Pro,Organic,100.16703390834539,11
9027,1094,2024-12-31,2024-01-01,Pro,Organic,110.26648377701774,12
9028,1095,2024-06-26,2024-06-01,Basic,Referral,31.60606681708835,0
9029,1095,2024-07-26,2024-06-01,Basic,Referral,32.532646570849174,1
9030,1096,2024-06-10,2024-06-01,Basic,Paid,35.68426613715171,0
9031,1096,2024-07-10,2024-06-01,Basic,Paid,26.78563441222586,1
9032,1096,2024-08-09,2024-06-01,Basic,Paid,39.589213481418014,2
9033,1096,2024-09-08,2024-06-01,Basic,Paid,25.193651337103404,3
9034,1096,2024-10-08,2024-06-01,Basic,Paid,41.00868033467154,4
9035,1096,2024-11-07,2024-06-01,Basic,Paid,34.724936174411894,5
9036,1096,2024-12-07,2024-06-01,Basic,Paid,43.20831212775511,6
9037,1097,2023-12-28,2023-12-01,Enterprise,Organic,302.76507898965497,0
9038,1097,2024-01-27,2023-12-01,Enterprise,Organic,307.60166706500223,1
9039,1097,2024-02-26,2023-12-01,Enterprise,Organic,312.8631170300045,2
9040,1097,2024-03-27,2023-12-01,Enterprise,Organic,294.40569433221515,3
9041,1097,2024-04-26,2023-12-01,Enterprise,Organic,301.23001219993455,4
9042,1097,2024-05-26,2023-12-01,Enterprise,Organic,304.4133052524902,5
9043,1097,2024-06-25,2023-12-01,Enterprise,Organic,306.7974090411484,6
9044,1097,2024-07-25,2023-12-01,Enterprise,Organic,312.65817187355776,7
9045,1097,2024-08-24,2023-12-01,Enterprise,Organic,301.8586326851453,8
9046,1097,2024-09-23,2023-12-01,Enterprise,Organic,298.0471478170286,9
9047,1097,2024-10-23,2023-12-01,Enterprise,Organic,305.0821833153834,10
9048,1097,2024-11-22,2023-12-01,Enterprise,Organic,296.06255606846355,11
9049,1097,2024-12-22,2023-12-01,Enterprise,Organic,301.8826306711804,12
9050,1098,2024-06-19,2024-06-01,Basic,Organic,34.28299030206915,0
9051,1098,2024-07-19,2024-06-01,Basic,Organic,42.89364200941991,1
9052,1098,2024-08-18,2024-06-01,Basic,Organic,32.104512737929284,2
9053,1098,2024-09-17,2024-06-01,Basic,Organic,34.31133351108005,3
9054,1098,2024-10-17,2024-06-01,Basic,Organic,39.657789541226194,4
9055,1098,2024-11-16,2024-06-01,Basic,Organic,29.625753934824942,5
9056,1098,2024-12-16,2024-06-01,Basic,Organic,25.806097691224096,6
9057,1099,2024-01-10,2024-01-01,Pro,Social,98.79084555121169,0
9058,1099,2024-02-09,2024-01-01,Pro,Social,108.1472882364049,1
9059,1099,2024-03-10,2024-01-01,Pro,Social,107.59624296941898,2
9060,1099,2024-04-09,2024-01-01,Pro,Social,95.90034569219695,3
9061,1099,2024-05-09,2024-01-01,Pro,Social,107.79347236423511,4
9062,1099,2024-06-08,2024-01-01,Pro,Social,98.69736974963597,5
9063,1099,2024-07-08,2024-01-01,Pro,Social,97.5784740723271,6
9064,1099,2024-08-07,2024-01-01,Pro,Social,96.87354626121544,7
9065,1099,2024-09-06,2024-01-01,Pro,Social,110.74171527000573,8
9066,1099,2024-10-06,2024-01-01,Pro,Social,99.80208580942906,9
9067,1099,2024-11-05,2024-01-01,Pro,Social,106.71321942378441,10
9068,1099,2024-12-05,2024-01-01,Pro,Social,112.27576189136985,11
9069,1100,2023-07-12,2023-07-01,Pro,Social,101.5672494101917,0
9070,1100,2023-08-11,2023-07-01,Pro,Social,105.49874379515578,1
9071,1100,2023-09-10,2023-07-01,Pro,Social,110.75069482685505,2
9072,1100,2023-10-10,2023-07-01,Pro,Social,104.22900228384118,3
9073,1100,2023-11-09,2023-07-01,Pro,Social,95.59597635811345,4
9074,1100,2023-12-09,2023-07-01,Pro,Social,113.64857962342164,5
9075,1100,2024-01-08,2023-07-01,Pro,Social,94.8751895635982,6
9076,1100,2024-02-07,2023-07-01,Pro,Social,95.20268377403261,7
9077,1100,2024-03-08,2023-07-01,Pro,Social,111.82020360322703,8
9078,1100,2024-04-07,2023-07-01,Pro,Social,105.82275623345188,9
9079,1100,2024-05-07,2023-07-01,Pro,Social,102.84395111528734,10
9080,1100,2024-06-06,2023-07-01,Pro,Social,100.71000915754611,11
9081,1100,2024-07-06,2023-07-01,Pro,Social,106.68405163649612,12
9082,1100,2024-08-05,2023-07-01,Pro,Social,110.45652945623631,13
9083,1100,2024-09-04,2023-07-01,Pro,Social,110.41295464844966,14
9084,1100,2024-10-04,2023-07-01,Pro,Social,99.54912553319207,15
9085,1100,2024-11-03,2023-07-01,Pro,Social,102.3282636685463,16
9086,1100,2024-12-03,2023-07-01,Pro,Social,104.91377847557477,17
9087,1101,2023-07-17,2023-07-01,Basic,Paid,43.735024343526106,0
9088,1102,2023-05-27,2023-05-01,Basic,Organic,28.416977442558107,0
9089,1103,2023-09-26,2023-09-01,Basic,Organic,42.18355248513117,0
9090,1103,2023-10-26,2023-09-01,Basic,Organic,25.119566541143037,1
9091,1103,2023-11-25,2023-09-01,Basic,Organic,37.66589520481312,2
9092,1103,2023-12-25,2023-09-01,Basic,Organic,28.229187037674613,3
9093,1103,2024-01-24,2023-09-01,Basic,Organic,27.900843016288448,4
9094,1103,2024-02-23,2023-09-01,Basic,Organic,29.084877289405124,5
9095,1103,2024-03-24,2023-09-01,Basic,Organic,33.21830044333109,6
9096,1103,2024-04-23,2023-09-01,Basic,Organic,36.844782013446796,7
9097,1103,2024-05-23,2023-09-01,Basic,Organic,33.28109493195257,8
9098,1103,2024-06-22,2023-09-01,Basic,Organic,34.31619554383494,9
9099,1103,2024-07-22,2023-09-01,Basic,Organic,28.87765769082654,10
9100,1103,2024-08-21,2023-09-01,Basic,Organic,43.80939095408573,11
9101,1103,2024-09-20,2023-09-01,Basic,Organic,38.98058155632486,12
9102,1103,2024-10-20,2023-09-01,Basic,Organic,32.6744221217195,13
9103,1103,2024-11-19,2023-09-01,Basic,Organic,34.81776549515398,14
9104,1103,2024-12-19,2023-09-01,Basic,Organic,28.44750646606954,15
9105,1104,2023-02-18,2023-02-01,Enterprise,Social,296.44117625051973,0
9106,1104,2023-03-20,2023-02-01,Enterprise,Social,299.0944889269891,1
9107,1104,2023-04-19,2023-02-01,Enterprise,Social,300.3357878263044,2
9108,1104,2023-05-19,2023-02-01,Enterprise,Social,310.20756642013606,3
9109,1104,2023-06-18,2023-02-01,Enterprise,Social,312.38220384711633,4
9110,1104,2023-07-18,2023-02-01,Enterprise,Social,307.9000059911362,5
9111,1104,2023-08-17,2023-02-01,Enterprise,Social,309.1687369613334,6
9112,1104,2023-09-16,2023-02-01,Enterprise,Social,294.115730884774,7
9113,1104,2023-10-16,2023-02-01,Enterprise,Social,304.1529060241889,8
9114,1104,2023-11-15,2023-02-01,Enterprise,Social,304.977484594617,9
9115,1104,2023-12-15,2023-02-01,Enterprise,Social,307.07150917962156,10
9116,1104,2024-01-14,2023-02-01,Enterprise,Social,305.7301974981317,11
9117,1104,2024-02-13,2023-02-01,Enterprise,Social,301.08430277387674,12
9118,1104,2024-03-14,2023-02-01,Enterprise,Social,302.8097482730358,13
9119,1104,2024-04-13,2023-02-01,Enterprise,Social,294.07170857790084,14
9120,1104,2024-05-13,2023-02-01,Enterprise,Social,297.15845391408436,15
9121,1104,2024-06-12,2023-02-01,Enterprise,Social,297.3248910805828,16
9122,1104,2024-07-12,2023-02-01,Enterprise,Social,311.02075069064045,17
9123,1104,2024-08-11,2023-02-01,Enterprise,Social,303.5445295775935,18
9124,1104,2024-09-10,2023-02-01,Enterprise,Social,308.249108006935,19
9125,1104,2024-10-10,2023-02-01,Enterprise,Social,312.360774457476,20
9126,1104,2024-11-09,2023-02-01,Enterprise,Social,311.7480223180033,21
9127,1104,2024-12-09,2023-02-01,Enterprise,Social,295.08353901610747,22
9128,1105,2024-03-22,2024-03-01,Pro,Organic,107.7599837408068,0
9129,1105,2024-04-21,2024-03-01,Pro,Organic,94.91654982296662,1
9130,1105,2024-05-21,2024-03-01,Pro,Organic,103.7268785909716,2
9131,1105,2024-06-20,2024-03-01,Pro,Organic,110.28167631506318,3
9132,1105,2024-07-20,2024-03-01,Pro,Organic,98.79417108910587,4
9133,1105,2024-08-19,2024-03-01,Pro,Organic,113.20565624262608,5
9134,1105,2024-09-18,2024-03-01,Pro,Organic,109.1736526060987,6
9135,1105,2024-10-18,2024-03-01,Pro,Organic,113.45821597717173,7
9136,1105,2024-11-17,2024-03-01,Pro,Organic,98.63937066224683,8
9137,1105,2024-12-17,2024-03-01,Pro,Organic,101.09560174597661,9
9138,1106,2023-03-19,2023-03-01,Basic,Organic,35.68063992140755,0
9139,1106,2023-04-18,2023-03-01,Basic,Organic,40.85953478982184,1
9140,1106,2023-05-18,2023-03-01,Basic,Organic,31.12724815866013,2
9141,1106,2023-06-17,2023-03-01,Basic,Organic,27.821546319837054,3
9142,1107,2024-04-22,2024-04-01,Enterprise,Paid,304.4547371582518,0
9143,1107,2024-05-22,2024-04-01,Enterprise,Paid,310.4226208770318,1
9144,1107,2024-06-21,2024-04-01,Enterprise,Paid,302.22929392089856,2
9145,1107,2024-07-21,2024-04-01,Enterprise,Paid,296.5608331845377,3
9146,1107,2024-08-20,2024-04-01,Enterprise,Paid,304.30684669603755,4
9147,1107,2024-09-19,2024-04-01,Enterprise,Paid,300.65399863937455,5
9148,1107,2024-10-19,2024-04-01,Enterprise,Paid,310.59747336393326,6
9149,1107,2024-11-18,2024-04-01,Enterprise,Paid,304.22315112575006,7
9150,1107,2024-12-18,2024-04-01,Enterprise,Paid,296.1161526940137,8
9151,1108,2023-08-29,2023-08-01,Basic,Paid,40.72535468860761,0
9152,1108,2023-09-28,2023-08-01,Basic,Paid,26.505146549836596,1
9153,1108,2023-10-28,2023-08-01,Basic,Paid,33.76453232324056,2
9154,1108,2023-11-27,2023-08-01,Basic,Paid,36.28578002035405,3
9155,1108,2023-12-27,2023-08-01,Basic,Paid,29.778805949860153,4
9156,1108,2024-01-26,2023-08-01,Basic,Paid,37.81744939558275,5
9157,1108,2024-02-25,2023-08-01,Basic,Paid,37.83630023475325,6
9158,1108,2024-03-26,2023-08-01,Basic,Paid,33.68850209409822,7
9159,1108,2024-04-25,2023-08-01,Basic,Paid,38.285130502266554,8
9160,1108,2024-05-25,2023-08-01,Basic,Paid,38.2005046093762,9
9161,1108,2024-06-24,2023-08-01,Basic,Paid,34.557466101586996,10
9162,1108,2024-07-24,2023-08-01,Basic,Paid,37.75611726597564,11
9163,1109,2023-07-20,2023-07-01,Basic,Paid,34.59914550127506,0
9164,1109,2023-08-19,2023-07-01,Basic,Paid,42.66862810950925,1
9165,1109,2023-09-18,2023-07-01,Basic,Paid,33.57725663390329,2
9166,1109,2023-10-18,2023-07-01,Basic,Paid,35.9775102106274,3
9167,1109,2023-11-17,2023-07-01,Basic,Paid,42.91257509662391,4
9168,1109,2023-12-17,2023-07-01,Basic,Paid,28.38243856933088,5
9169,1109,2024-01-16,2023-07-01,Basic,Paid,25.161019469423167,6
9170,1109,2024-02-15,2023-07-01,Basic,Paid,41.63292086048842,7
9171,1109,2024-03-16,2023-07-01,Basic,Paid,26.07073824822601,8
9172,1109,2024-04-15,2023-07-01,Basic,Paid,26.112475863580585,9
9173,1109,2024-05-15,2023-07-01,Basic,Paid,32.72712843369811,10
9174,1109,2024-06-14,2023-07-01,Basic,Paid,34.02141365996118,11
9175,1109,2024-07-14,2023-07-01,Basic,Paid,40.80387971663294,12
9176,1109,2024-08-13,2023-07-01,Basic,Paid,34.6695681331129,13
9177,1110,2023-10-19,2023-10-01,Pro,Organic,106.50299770862449,0
9178,1110,2023-11-18,2023-10-01,Pro,Organic,98.31890049291611,1
9179,1110,2023-12-18,2023-10-01,Pro,Organic,101.3003126855145,2
9180,1110,2024-01-17,2023-10-01,Pro,Organic,96.73464730321224,3
9181,1110,2024-02-16,2023-10-01,Pro,Organic,108.17103191146391,4
9182,1110,2024-03-17,2023-10-01,Pro,Organic,102.82313808403426,5
9183,1110,2024-04-16,2023-10-01,Pro,Organic,112.36062333443147,6
9184,1110,2024-05-16,2023-10-01,Pro,Organic,99.79338177251046,7
9185,1110,2024-06-15,2023-10-01,Pro,Organic,95.026394697581,8
9186,1110,2024-07-15,2023-10-01,Pro,Organic,95.97294286301042,9
9187,1110,2024-08-14,2023-10-01,Pro,Organic,103.39760737467404,10
9188,1110,2024-09-13,2023-10-01,Pro,Organic,100.3019782527491,11
9189,1110,2024-10-13,2023-10-01,Pro,Organic,106.9505071868711,12
9190,1110,2024-11-12,2023-10-01,Pro,Organic,100.76606062711843,13
9191,1110,2024-12-12,2023-10-01,Pro,Organic,111.7281210225272,14
9192,1111,2023-12-06,2023-12-01,Pro,Social,110.59928200828841,0
9193,1112,2023-01-23,2023-01-01,Basic,Referral,28.600749426464112,0
9194,1112,2023-02-22,2023-01-01,Basic,Referral,24.22848117488516,1
9195,1113,2024-02-22,2024-02-01,Basic,Paid,39.25745913059679,0
9196,1113,2024-03-23,2024-02-01,Basic,Paid,35.98831176261528,1
9197,1113,2024-04-22,2024-02-01,Basic,Paid,37.96373687423349,2
9198,1114,2023-11-12,2023-11-01,Enterprise,Paid,294.8353336933134,0
9199,1114,2023-12-12,2023-11-01,Enterprise,Paid,313.633691660423,1
9200,1114,2024-01-11,2023-11-01,Enterprise,Paid,306.00176176515134,2
9201,1114,2024-02-10,2023-11-01,Enterprise,Paid,303.3597732305026,3
9202,1114,2024-03-11,2023-11-01,Enterprise,Paid,308.0963209964449,4
9203,1114,2024-04-10,2023-11-01,Enterprise,Paid,295.68174464314563,5
9204,1114,2024-05-10,2023-11-01,Enterprise,Paid,306.04821161759423,6
9205,1114,2024-06-09,2023-11-01,Enterprise,Paid,300.0916074298765,7
9206,1114,2024-07-09,2023-11-01,Enterprise,Paid,299.44669191949276,8
9207,1114,2024-08-08,2023-11-01,Enterprise,Paid,307.4392449065191,9
9208,1114,2024-09-07,2023-11-01,Enterprise,Paid,311.1242763792295,10
9209,1114,2024-10-07,2023-11-01,Enterprise,Paid,309.2170219404196,11
9210,1114,2024-11-06,2023-11-01,Enterprise,Paid,294.79702356098943,12
9211,1114,2024-12-06,2023-11-01,Enterprise,Paid,303.1764194569006,13
9212,1115,2023-10-21,2023-10-01,Basic,Organic,30.200602704971132,0
9213,1116,2023-03-05,2023-03-01,Pro,Referral,101.78718381772376,0
9214,1116,2023-04-04,2023-03-01,Pro,Referral,105.49928278912228,1
9215,1117,2024-06-21,2024-06-01,Basic,Referral,28.660287441253498,0
9216,1117,2024-07-21,2024-06-01,Basic,Referral,39.59590457818858,1
9217,1117,2024-08-20,2024-06-01,Basic,Referral,28.011412527161088,2
9218,1117,2024-09-19,2024-06-01,Basic,Referral,24.42473947154329,3
9219,1117,2024-10-19,2024-06-01,Basic,Referral,42.17047356024638,4
9220,1117,2024-11-18,2024-06-01,Basic,Referral,42.078767336743816,5
9221,1117,2024-12-18,2024-06-01,Basic,Referral,25.931420106070185,6
9222,1118,2023-03-28,2023-03-01,Pro,Referral,111.30475645450029,0
9223,1118,2023-04-27,2023-03-01,Pro,Referral,110.20715992294332,1
9224,1118,2023-05-27,2023-03-01,Pro,Referral,103.93825658654809,2
9225,1118,2023-06-26,2023-03-01,Pro,Referral,102.58629206193976,3
9226,1118,2023-07-26,2023-03-01,Pro,Referral,111.80814263441816,4
9227,1118,2023-08-25,2023-03-01,Pro,Referral,111.10974122783685,5
9228,1118,2023-09-24,2023-03-01,Pro,Referral,110.10233666063465,6
9229,1118,2023-10-24,2023-03-01,Pro,Referral,104.05719746056737,7
9230,1118,2023-11-23,2023-03-01,Pro,Referral,103.12630836095744,8
9231,1118,2023-12-23,2023-03-01,Pro,Referral,95.36708895525786,9
9232,1118,2024-01-22,2023-03-01,Pro,Referral,113.05775143551784,10
9233,1118,2024-02-21,2023-03-01,Pro,Referral,96.01735308575712,11
9234,1118,2024-03-22,2023-03-01,Pro,Referral,103.25187724546167,12
9235,1118,2024-04-21,2023-03-01,Pro,Referral,98.94494085136097,13
9236,1118,2024-05-21,2023-03-01,Pro,Referral,96.37429455400252,14
9237,1118,2024-06-20,2023-03-01,Pro,Referral,111.18023081597889,15
9238,1118,2024-07-20,2023-03-01,Pro,Referral,105.11863403278574,16
9239,1118,2024-08-19,2023-03-01,Pro,Referral,102.98507534459898,17
9240,1118,2024-09-18,2023-03-01,Pro,Referral,112.8177848078887,18
9241,1118,2024-10-18,2023-03-01,Pro,Referral,110.18433780626371,19
9242,1118,2024-11-17,2023-03-01,Pro,Referral,104.98433447359729,20
9243,1118,2024-12-17,2023-03-01,Pro,Referral,113.37598066681186,21
9244,1119,2024-05-19,2024-05-01,Pro,Referral,105.73693088294064,0
9245,1119,2024-06-18,2024-05-01,Pro,Referral,110.98992363967658,1
9246,1119,2024-07-18,2024-05-01,Pro,Referral,106.47585425396832,2
9247,1119,2024-08-17,2024-05-01,Pro,Referral,104.17782365784518,3
9248,1119,2024-09-16,2024-05-01,Pro,Referral,97.29209778580883,4
9249,1119,2024-10-16,2024-05-01,Pro,Referral,107.47540670372545,5
9250,1119,2024-11-15,2024-05-01,Pro,Referral,111.58371448581437,6
9251,1119,2024-12-15,2024-05-01,Pro,Referral,104.59656400862387,7
9252,1120,2024-01-02,2024-01-01,Pro,Organic,107.9137693267576,0
9253,1120,2024-02-01,2024-01-01,Pro,Organic,105.20518681084913,1
9254,1120,2024-03-02,2024-01-01,Pro,Organic,101.35819730062798,2
9255,1120,2024-04-01,2024-01-01,Pro,Organic,98.53819454635854,3
9256,1120,2024-05-01,2024-01-01,Pro,Organic,99.56200596906312,4
9257,1120,2024-05-31,2024-01-01,Pro,Organic,102.32654434490232,5
9258,1120,2024-06-30,2024-01-01,Pro,Organic,100.41729837185294,6
9259,1120,2024-07-30,2024-01-01,Pro,Organic,113.41885642618223,7
9260,1120,2024-08-29,2024-01-01,Pro,Organic,110.43160881448648,8
9261,1120,2024-09-28,2024-01-01,Pro,Organic,106.4450714639737,9
9262,1120,2024-10-28,2024-01-01,Pro,Organic,104.94873200505768,10
9263,1120,2024-11-27,2024-01-01,Pro,Organic,95.90956194266428,11
9264,1120,2024-12-27,2024-01-01,Pro,Organic,94.04533082317977,12
9265,1121,2024-06-18,2024-06-01,Basic,Referral,38.68469832416305,0
9266,1121,2024-07-18,2024-06-01,Basic,Referral,32.891254122494395,1
9267,1121,2024-08-17,2024-06-01,Basic,Referral,26.97994363880779,2
9268,1121,2024-09-16,2024-06-01,Basic,Referral,43.89706085965594,3
9269,1121,2024-10-16,2024-06-01,Basic,Referral,32.45617477779814,4
9270,1122,2024-04-13,2024-04-01,Pro,Organic,94.80700448818996,0
9271,1122,2024-05-13,2024-04-01,Pro,Organic,106.14534319732597,1
9272,1122,2024-06-12,2024-04-01,Pro,Organic,102.22248198450426,2
9273,1122,2024-07-12,2024-04-01,Pro,Organic,97.52929930880315,3
9274,1122,2024-08-11,2024-04-01,Pro,Organic,107.23446257388227,4
9275,1122,2024-09-10,2024-04-01,Pro,Organic,109.84058542631627,5
9276,1122,2024-10-10,2024-04-01,Pro,Organic,112.47862067910023,6
9277,1122,2024-11-09,2024-04-01,Pro,Organic,99.17246246261736,7
9278,1122,2024-12-09,2024-04-01,Pro,Organic,103.7084675097053,8
9279,1123,2023-08-28,2023-08-01,Enterprise,Paid,305.98415698844224,0
9280,1123,2023-09-27,2023-08-01,Enterprise,Paid,301.4966791443389,1
9281,1123,2023-10-27,2023-08-01,Enterprise,Paid,306.8415305792839,2
9282,1123,2023-11-26,2023-08-01,Enterprise,Paid,307.79306885524187,3
9283,1123,2023-12-26,2023-08-01,Enterprise,Paid,302.1573090897604,4
9284,1123,2024-01-25,2023-08-01,Enterprise,Paid,300.4340569066685,5
9285,1123,2024-02-24,2023-08-01,Enterprise,Paid,308.6552807002736,6
9286,1123,2024-03-25,2023-08-01,Enterprise,Paid,312.02671951589167,7
9287,1123,2024-04-24,2023-08-01,Enterprise,Paid,305.2058443877468,8
9288,1123,2024-05-24,2023-08-01,Enterprise,Paid,307.33992212526937,9
9289,1123,2024-06-23,2023-08-01,Enterprise,Paid,313.0949928264059,10
9290,1123,2024-07-23,2023-08-01,Enterprise,Paid,295.3385359809188,11
9291,1123,2024-08-22,2023-08-01,Enterprise,Paid,308.0170315388761,12
9292,1123,2024-09-21,2023-08-01,Enterprise,Paid,305.7393840469205,13
9293,1123,2024-10-21,2023-08-01,Enterprise,Paid,301.0921246182262,14
9294,1123,2024-11-20,2023-08-01,Enterprise,Paid,295.1028679901503,15
9295,1123,2024-12-20,2023-08-01,Enterprise,Paid,310.1316872381516,16
9296,1124,2023-10-03,2023-10-01,Basic,Paid,35.164905924173084,0
9297,1124,2023-11-02,2023-10-01,Basic,Paid,32.02604258090592,1
9298,1124,2023-12-02,2023-10-01,Basic,Paid,26.13636658720134,2
9299,1124,2024-01-01,2023-10-01,Basic,Paid,28.487983986830713,3
9300,1124,2024-01-31,2023-10-01,Basic,Paid,25.225350493641606,4
9301,1125,2024-01-08,2024-01-01,Basic,Organic,31.003885414752457,0
9302,1126,2023-06-06,2023-06-01,Pro,Organic,95.17744804125151,0
9303,1126,2023-07-06,2023-06-01,Pro,Organic,98.01956303423343,1
9304,1126,2023-08-05,2023-06-01,Pro,Organic,107.64154702378002,2
9305,1126,2023-09-04,2023-06-01,Pro,Organic,103.29696445943752,3
9306,1126,2023-10-04,2023-06-01,Pro,Organic,109.52822023625092,4
9307,1126,2023-11-03,2023-06-01,Pro,Organic,96.2099836156685,5
9308,1126,2023-12-03,2023-06-01,Pro,Organic,102.95761081213551,6
9309,1127,2023-06-28,2023-06-01,Pro,Paid,108.6996384394961,0
9310,1127,2023-07-28,2023-06-01,Pro,Paid,102.78157115429259,1
9311,1127,2023-08-27,2023-06-01,Pro,Paid,113.14970030274917,2
9312,1127,2023-09-26,2023-06-01,Pro,Paid,111.46691894482927,3
9313,1127,2023-10-26,2023-06-01,Pro,Paid,97.56895789497806,4
9314,1127,2023-11-25,2023-06-01,Pro,Paid,97.1456831946179,5
9315,1127,2023-12-25,2023-06-01,Pro,Paid,112.33548277966894,6
9316,1127,2024-01-24,2023-06-01,Pro,Paid,98.21318449254645,7
9317,1127,2024-02-23,2023-06-01,Pro,Paid,96.01383553252828,8
9318,1127,2024-03-24,2023-06-01,Pro,Paid,102.14404598800168,9
9319,1127,2024-04-23,2023-06-01,Pro,Paid,112.65845126876371,10
9320,1127,2024-05-23,2023-06-01,Pro,Paid,111.67654336071061,11
9321,1127,2024-06-22,2023-06-01,Pro,Paid,108.76485138352822,12
9322,1127,2024-07-22,2023-06-01,Pro,Paid,113.01510016200879,13
9323,1127,2024-08-21,2023-06-01,Pro,Paid,113.6803812669688,14
9324,1127,2024-09-20,2023-06-01,Pro,Paid,95.33490880110372,15
9325,1127,2024-10-20,2023-06-01,Pro,Paid,113.91222849801298,16
9326,1127,2024-11-19,2023-06-01,Pro,Paid,103.64984433742026,17
9327,1127,2024-12-19,2023-06-01,Pro,Paid,95.0835788884999,18
9328,1128,2023-05-12,2023-05-01,Pro,Paid,110.13797761014001,0
9329,1129,2023-02-03,2023-02-01,Basic,Paid,34.24745690190422,0
9330,1130,2023-09-07,2023-09-01,Basic,Organic,24.896063995667298,0
9331,1130,2023-10-07,2023-09-01,Basic,Organic,36.40708887896575,1
9332,1130,2023-11-06,2023-09-01,Basic,Organic,42.1609475772827,2
9333,1130,2023-12-06,2023-09-01,Basic,Organic,39.91078351481805,3
9334,1130,2024-01-05,2023-09-01,Basic,Organic,37.26247167783101,4
9335,1130,2024-02-04,2023-09-01,Basic,Organic,42.205726752380556,5
9336,1130,2024-03-05,2023-09-01,Basic,Organic,24.59023420536095,6
9337,1130,2024-04-04,2023-09-01,Basic,Organic,43.81395311225424,7
9338,1130,2024-05-04,2023-09-01,Basic,Organic,41.302749475101535,8
9339,1130,2024-06-03,2023-09-01,Basic,Organic,39.41603411317095,9
9340,1130,2024-07-03,2023-09-01,Basic,Organic,40.278819994958205,10
9341,1130,2024-08-02,2023-09-01,Basic,Organic,32.781051700625845,11
9342,1130,2024-09-01,2023-09-01,Basic,Organic,30.45943273402557,12
9343,1130,2024-10-01,2023-09-01,Basic,Organic,30.48643675957795,13
9344,1130,2024-10-31,2023-09-01,Basic,Organic,27.575199287789488,14
9345,1130,2024-11-30,2023-09-01,Basic,Organic,43.4326962011947,15
9346,1130,2024-12-30,2023-09-01,Basic,Organic,41.24870047150159,16
9347,1131,2024-05-16,2024-05-01,Enterprise,Paid,299.55081937033754,0
9348,1131,2024-06-15,2024-05-01,Enterprise,Paid,308.02550461391576,1
9349,1131,2024-07-15,2024-05-01,Enterprise,Paid,304.0115815915784,2
9350,1131,2024-08-14,2024-05-01,Enterprise,Paid,295.46557263528734,3
9351,1131,2024-09-13,2024-05-01,Enterprise,Paid,294.2405311712165,4
9352,1131,2024-10-13,2024-05-01,Enterprise,Paid,295.35563883777866,5
9353,1131,2024-11-12,2024-05-01,Enterprise,Paid,304.3858773458037,6
9354,1131,2024-12-12,2024-05-01,Enterprise,Paid,303.0616803205537,7
9355,1132,2024-03-21,2024-03-01,Enterprise,Organic,298.471560325945,0
9356,1132,2024-04-20,2024-03-01,Enterprise,Organic,302.87163458127645,1
9357,1132,2024-05-20,2024-03-01,Enterprise,Organic,312.70745970496813,2
9358,1132,2024-06-19,2024-03-01,Enterprise,Organic,301.69699026593753,3
9359,1132,2024-07-19,2024-03-01,Enterprise,Organic,310.6431762832835,4
9360,1132,2024-08-18,2024-03-01,Enterprise,Organic,296.20427070786104,5
9361,1132,2024-09-17,2024-03-01,Enterprise,Organic,302.8093492405317,6
9362,1132,2024-10-17,2024-03-01,Enterprise,Organic,300.9556121029845,7
9363,1132,2024-11-16,2024-03-01,Enterprise,Organic,303.9545191240905,8
9364,1132,2024-12-16,2024-03-01,Enterprise,Organic,313.1387985879838,9
9365,1133,2023-11-21,2023-11-01,Basic,Social,31.46963128985731,0
9366,1133,2023-12-21,2023-11-01,Basic,Social,34.63205234597802,1
