customer_id,cohort_month,tier,acquisition_channel,signup_date
1248,2023-01-01,Pro,Paid,2023-01-03
1249,2023-04-01,Basic,Organic,2023-04-21
1250,2024-01-01,Basic,Organic,2024-01-10
1251,2024-03-01,Pro,Organic,2024-03-27
1252,2023-06-01,Basic,Paid,2023-06-28
1253,2023-11-01,Enterprise,Paid,2023-11-28
1254,2024-06-01,Enterprise,Paid,2024-06-05
1255,2024-06-01,Basic,Paid,2024-06-21
1256,2024-02-01,Pro,Paid,2024-02-10
1257,2023-12-01,Basic,Organic,2023-12-03
1258,2024-03-01,Basic,Paid,2024-03-05
1259,2023-10-01,Basic,Paid,2023-10-25
1260,2023-05-01,Basic,Paid,2023-05-01
1261,2024-04-01,Enterprise,Paid,2024-04-01
1262,2024-02-01,Pro,Paid,2024-02-26
1263,2023-01-01,Pro,Organic,2023-01-29
1264,2024-06-01,Basic,Organic,2024-06-23
1265,2024-01-01,Pro,Organic,2024-01-03
1266,2024-02-01,Pro,Paid,2024-02-26
1267,2023-09-01,Basic,Referral,2023-09-26
1268,2023-09-01,Basic,Referral,2023-09-06
1269,2023-05-01,Basic,Paid,2023-05-20
1270,2024-03-01,Basic,Paid,2024-03-07
1271,2023-11-01,Basic,Organic,2023-11-18
1272,2023-01-01,Basic,Organic,2023-01-09
1273,2023-05-01,Pro,Referral,2023-05-08
1274,2023-03-01,Basic,Paid,2023-03-11
1275,2024-02-01,Basic,Referral,2024-02-12
1276,2024-03-01,Pro,Organic,2024-03-03
1277,2023-05-01,Basic,Referral,2023-05-03
1278,2024-06-01,Basic,Organic,2024-06-27
1279,2023-09-01,Pro,Referral,2023-09-04
1280,2023-08-01,Basic,Social,2023-08-08
1281,2023-02-01,Basic,Referral,2023-02-04
1282,2024-05-01,Pro,Organic,2024-05-13
1283,2023-10-01,Enterprise,Organic,2023-10-24
1284,2023-02-01,Pro,Paid,2023-02-04
1285,2023-09-01,Basic,Organic,2023-09-12
1286,2023-02-01,Enterprise,Organic,2023-02-04
1287,2023-08-01,Pro,Paid,2023-08-06
1288,2023-09-01,Pro,Paid,2023-09-08
1289,2023-01-01,Enterprise,Paid,2023-01-23
1290,2024-04-01,Pro,Organic,2024-04-25
1291,2023-03-01,Basic,Paid,2023-03-22
1292,2023-11-01,Enterprise,Social,2023-11-21
1293,2023-02-01,Basic,Paid,2023-02-23
1294,2024-06-01,Pro,Organic,2024-06-08
1295,2023-11-01,Enterprise,Referral,2023-11-25
1296,2023-12-01,Pro,Paid,2023-12-07
1297,2023-01-01,Pro,Paid,2023-01-05
1298,2023-09-01,Enterprise,Paid,2023-09-15
1299,2024-06-01,Basic,Paid,2024-06-07
1300,2023-06-01,Pro,Paid,2023-06-15
1301,2023-09-01,Enterprise,Paid,2023-09-28
1302,2024-06-01,Basic,Paid,2024-06-15
1303,2023-10-01,Pro,Paid,2023-10-15
1304,2023-01-01,Pro,Paid,2023-01-24
1305,2023-06-01,Enterprise,Paid,2023-06-12
1306,2023-08-01,Basic,Organic,2023-08-18
1307,2024-01-01,Basic,Paid,2024-01-25
1308,2024-06-01,Basic,Organic,2024-06-14
1309,2023-11-01,Basic,Paid,2023-11-03
1310,2023-02-01,Pro,Organic,2023-02-28
1311,2023-02-01,Basic,Paid,2023-02-04
1312,2023-02-01,Pro,Referral,2023-02-22
1313,2024-04-01,Pro,Referral,2024-04-09
1314,2023-02-01,Basic,Paid,2023-02-03
1315,2023-01-01,Enterprise,Organic,2023-01-16
1316,2023-03-01,Basic,Paid,2023-03-12
1317,2024-06-01,Pro,Referral,2024-06-27
1318,2023-12-01,Pro,Organic,2023-12-20
1319,2023-09-01,Pro,Referral,2023-09-27
1320,2023-10-01,Basic,Organic,2023-10-17
1321,2023-04-01,Basic,Organic,2023-04-13
1322,2023-07-01,Basic,Paid,2023-07-19
1323,2023-06-01,Pro,Paid,2023-06-24
1324,2023-04-01,Pro,Paid,2023-04-22
1325,2024-03-01,Pro,Paid,2024-03-04
1326,2023-06-01,Pro,Paid,2023-06-17
1327,2023-11-01,Pro,Paid,2023-11-20
1328,2024-03-01,Enterprise,Social,2024-03-18
1329,2023-11-01,Pro,Paid,2023-11-21
1330,2024-02-01,Pro,Paid,2024-02-08
1331,2024-06-01,Basic,Referral,2024-06-24
1332,2023-09-01,Basic,Paid,2023-09-13
1333,2023-01-01,Pro,Social,2023-01-20
1334,2023-01-01,Pro,Social,2023-01-10
1335,2023-01-01,Basic,Organic,2023-01-28
1336,2023-11-01,Basic,Referral,2023-11-23
1337,2023-09-01,Enterprise,Paid,2023-09-19
1338,2023-05-01,Basic,Paid,2023-05-05
1339,2023-05-01,Basic,Referral,2023-05-08
1340,2023-08-01,Basic,Paid,2023-08-19
1341,2024-01-01,Pro,Organic,2024-01-03
1342,2023-11-01,Pro,Organic,2023-11-27
1343,2023-04-01,Pro,Paid,2023-04-24
1344,2024-01-01,Basic,Organic,2024-01-25
1345,2023-11-01,Basic,Referral,2023-11-14
1346,2023-04-01,Enterprise,Organic,2023-04-21
1347,2023-01-01,Pro,Paid,2023-01-02
1348,2023-10-01,Pro,Paid,2023-10-19
1349,2023-05-01,Basic,Paid,2023-05-05
1350,2023-02-01,Pro,Social,2023-02-15
1351,2024-05-01,Basic,Paid,2024-05-26
1352,2024-01-01,Basic,Paid,2024-01-16
1353,2023-02-01,Pro,Organic,2023-02-13
1354,2024-05-01,Basic,Paid,2024-05-25
1355,2023-05-01,Basic,Organic,2023-05-13
1356,2023-07-01,Pro,Social,2023-07-17
1357,2023-08-01,Basic,Organic,2023-08-14
1358,2023-11-01,Pro,Paid,2023-11-04
1359,2024-02-01,Basic,Paid,2024-02-11
1360,2023-12-01,Pro,Organic,2023-12-10
1361,2023-06-01,Enterprise,Paid,2023-06-26
1362,2024-03-01,Pro,Paid,2024-03-27
1363,2023-08-01,Basic,Paid,2023-08-25
1364,2023-03-01,Basic,Organic,2023-03-20
1365,2023-05-01,Enterprise,Referral,2023-05-01
1366,2023-11-01,Pro,Organic,2023-11-15
1367,2024-04-01,Basic,Organic,2024-04-18
1368,2023-07-01,Basic,Paid,2023-07-09
1369,2024-06-01,Basic,Referral,2024-06-05
1370,2023-01-01,Basic,Social,2023-01-17
1371,2023-02-01,Basic,Organic,2023-02-07
1372,2023-09-01,Basic,Paid,2023-09-01
1373,2023-03-01,Basic,Organic,2023-03-28
1374,2023-12-01,Enterprise,Organic,2023-12-28
1375,2024-01-01,Basic,Paid,2024-01-23
1376,2023-04-01,Enterprise,Paid,2023-04-20
1377,2024-06-01,Basic,Organic,2024-06-15
1378,2024-06-01,Enterprise,Organic,2024-06-08
1379,2024-05-01,Basic,Paid,2024-05-24
1380,2023-06-01,Basic,Paid,2023-06-12
1381,2023-10-01,Basic,Social,2023-10-17
1382,2023-09-01,Pro,Paid,2023-09-29
1383,2024-01-01,Enterprise,Referral,2024-01-01
1384,2024-06-01,Enterprise,Organic,2024-06-11
1385,2024-01-01,Pro,Organic,2024-01-13
1386,2024-05-01,Enterprise,Paid,2024-05-21
1387,2023-08-01,Basic,Paid,2023-08-14
1388,2023-10-01,Enterprise,Paid,2023-10-18
1389,2023-05-01,Basic,Organic,2023-05-18
1390,2023-07-01,Enterprise,Paid,2023-07-23
1391,2024-05-01,Enterprise,Paid,2024-05-25
1392,2023-05-01,Pro,Paid,2023-05-06
1393,2023-11-01,Basic,Paid,2023-11-24
1394,2023-04-01,Basic,Referral,2023-04-05
1395,2023-01-01,Pro,Referral,2023-01-14
1396,2024-02-01,Basic,Referral,2024-02-27
1397,2023-09-01,Basic,Organic,2023-09-05
1398,2023-06-01,Basic,Social,2023-06-20
1399,2023-09-01,Pro,Paid,2023-09-20
1400,2023-08-01,Basic,Organic,2023-08-03
1401,2024-04-01,Basic,Referral,2024-04-16
1402,2023-12-01,Basic,Paid,2023-12-16
1403,2023-05-01,Basic,Organic,2023-05-14
1404,2023-01-01,Enterprise,Social,2023-01-08
1405,2023-07-01,Pro,Organic,2023-07-15
1406,2024-04-01,Pro,Referral,2024-04-29
1407,2023-08-01,Basic,Referral,2023-08-20
1408,2024-01-01,Pro,Paid,2024-01-24
1409,2024-06-01,Pro,Referral,2024-06-26
1410,2023-02-01,Pro,Paid,2023-02-27
1411,2023-02-01,Enterprise,Organic,2023-02-18
1412,2024-01-01,Enterprise,Organic,2024-01-13
1413,2024-05-01,Pro,Social,2024-05-07
1414,2023-10-01,Basic,Referral,2023-10-25
1415,2023-10-01,Basic,Paid,2023-10-20
1416,2023-02-01,Pro,Social,2023-02-15
1417,2024-03-01,Basic,Paid,2024-03-06
1418,2024-06-01,Basic,Paid,2024-06-15
1419,2023-01-01,Basic,Paid,2023-01-23
1420,2023-07-01,Enterprise,Organic,2023-07-11
1421,2023-06-01,Pro,Organic,2023-06-04
1422,2024-03-01,Pro,Organic,2024-03-23
1423,2024-01-01,Pro,Social,2024-01-20
1424,2023-06-01,Basic,Paid,2023-06-25
1425,2023-06-01,Enterprise,Paid,2023-06-22
1426,2023-05-01,Basic,Organic,2023-05-25
1427,2023-02-01,Basic,Paid,2023-02-25
1428,2024-03-01,Basic,Organic,2024-03-29
1429,2023-05-01,Enterprise,Organic,2023-05-25
1430,2023-09-01,Basic,Paid,2023-09-16
1431,2024-06-01,Pro,Paid,2024-06-16
1432,2023-08-01,Basic,Paid,2023-08-15
1433,2024-02-01,Basic,Paid,2024-02-01
1434,2023-08-01,Enterprise,Organic,2023-08-21
1435,2024-06-01,Pro,Organic,2024-06-06
1436,2023-05-01,Basic,Paid,2023-05-05
1437,2023-02-01,Pro,Referral,2023-02-10
1438,2023-11-01,Enterprise,Organic,2023-11-14
1439,2023-06-01,Basic,Organic,2023-06-22
1440,2024-06-01,Basic,Paid,2024-06-19
1441,2023-12-01,Enterprise,Organic,2023-12-10
1442,2023-11-01,Basic,Paid,2023-11-03
1443,2024-02-01,Pro,Organic,2024-02-16
1444,2023-05-01,Basic,Referral,2023-05-11
1445,2024-05-01,Basic,Organic,2024-05-07
1446,2023-02-01,Basic,Referral,2023-02-21
1447,2024-05-01,Enterprise,Paid,2024-05-23
1448,2023-10-01,Basic,Referral,2023-10-09
1449,2024-05-01,Pro,Paid,2024-05-05
1450,2024-04-01,Pro,Paid,2024-04-16
1451,2023-06-01,Enterprise,Organic,2023-06-10
1452,2023-07-01,Basic,Organic,2023-07-21
1453,2023-04-01,Pro,Organic,2023-04-20
1454,2024-02-01,Basic,Paid,2024-02-18
1455,2023-07-01,Basic,Organic,2023-07-10
1456,2023-09-01,Pro,Paid,2023-09-17
1457,2024-06-01,Basic,Organic,2024-06-22
1458,2023-11-01,Basic,Referral,2023-11-20
1459,2023-01-01,Pro,Organic,2023-01-27
1460,2023-11-01,Enterprise,Paid,2023-11-16
1461,2023-02-01,Pro,Paid,2023-02-21
1462,2024-03-01,Enterprise,Paid,2024-03-11
1463,2024-03-01,Pro,Paid,2024-03-24
1464,2023-02-01,Pro,Organic,2023-02-24
1465,2023-11-01,Pro,Organic,2023-11-19
1466,2023-11-01,Pro,Referral,2023-11-12
1467,2023-03-01,Enterprise,Organic,2023-03-01
1468,2023-11-01,Enterprise,Paid,2023-11-27
1469,2023-06-01,Pro,Paid,2023-06-20
1470,2023-04-01,Enterprise,Referral,2023-04-23
1471,2023-11-01,Pro,Organic,2023-11-03
1472,2024-04-01,Enterprise,Paid,2024-04-27
1473,2023-10-01,Basic,Paid,2023-10-04
1474,2023-12-01,Pro,Referral,2023-12-03
1475,2024-03-01,Pro,Referral,2024-03-29
1476,2024-05-01,Basic,Paid,2024-05-16
1477,2024-05-01,Basic,Paid,2024-05-25
1478,2023-04-01,Pro,Social,2023-04-22
1479,2023-05-01,Basic,Organic,2023-05-13
1480,2024-05-01,Basic,Paid,2024-05-02
1481,2023-03-01,Basic,Referral,2023-03-04
1482,2024-05-01,Pro,Referral,2024-05-01
1483,2023-10-01,Pro,Organic,2023-10-07
1484,2023-07-01,Basic,Paid,2023-07-25
1485,2024-03-01,Pro,Organic,2024-03-06
1486,2023-09-01,Basic,Social,2023-09-18
1487,2024-05-01,Basic,Paid,2024-05-18
1488,2023-11-01,Basic,Social,2023-11-26
1489,2023-10-01,Pro,Organic,2023-10-10
1490,2023-11-01,Pro,Organic,2023-11-01
1491,2024-04-01,Enterprise,Organic,2024-04-13
1492,2023-02-01,Basic,Paid,2023-02-23
1493,2024-03-01,Pro,Paid,2024-03-27
1494,2023-07-01,Pro,Paid,2023-07-18
1495,2023-03-01,Enterprise,Referral,2023-03-15
1496,2023-05-01,Basic,Referral,2023-05-23
1497,2024-03-01,Basic,Paid,2024-03-21
1498,2024-03-01,Basic,Social,2024-03-05
1499,2023-09-01,Enterprise,Paid,2023-09-23
1500,2023-11-01,Pro,Referral,2023-11-15
1501,2024-04-01,Basic,Paid,2024-04-12
1502,2024-04-01,Basic,Organic,2024-04-25
1503,2023-12-01,Pro,Organic,2023-12-04
1504,2024-01-01,Pro,Referral,2024-01-11
1505,2024-06-01,Pro,Referral,2024-06-18
1506,2024-03-01,Basic,Paid,2024-03-20
1507,2023-08-01,Pro,Social,2023-08-13
1508,2023-03-01,Basic,Referral,2023-03-19
1509,2024-02-01,Pro,Paid,2024-02-26
1510,2023-11-01,Pro,Organic,2023-11-22
1511,2023-03-01,Pro,Referral,2023-03-27
1512,2024-04-01,Basic,Paid,2024-04-11
1513,2024-06-01,Basic,Paid,2024-06-10
1514,2024-01-01,Basic,Organic,2024-01-27
1515,2024-01-01,Basic,Paid,2024-01-02
1516,2023-03-01,Basic,Organic,2023-03-19
1517,2023-01-01,Pro,Paid,2023-01-15
1518,2024-06-01,Basic,Paid,2024-06-15
1519,2023-07-01,Basic,Referral,2023-07-10
1520,2023-10-01,Enterprise,Social,2023-10-23
1521,2023-12-01,Enterprise,Paid,2023-12-20
1522,2024-05-01,Basic,Organic,2024-05-10
1523,2023-02-01,Basic,Paid,2023-02-02
1524,2023-01-01,Pro,Referral,2023-01-12
1525,2023-04-01,Enterprise,Referral,2023-04-08
1526,2024-02-01,Pro,Paid,2024-02-11
1527,2024-01-01,Basic,Paid,2024-01-07
1528,2023-06-01,Basic,Organic,2023-06-13
1529,2023-12-01,Pro,Organic,2023-12-28
1530,2023-05-01,Basic,Organic,2023-05-01
1531,2023-05-01,Pro,Paid,2023-05-14
1532,2023-05-01,Basic,Paid,2023-05-14
1533,2024-03-01,Enterprise,Paid,2024-03-14
1534,2023-06-01,Basic,Paid,2023-06-27
1535,2024-03-01,Basic,Organic,2024-03-14
1536,2023-01-01,Pro,Referral,2023-01-08
1537,2024-05-01,Basic,Social,2024-05-19
1538,2023-12-01,Basic,Organic,2023-12-16
1539,2023-12-01,Basic,Paid,2023-12-23
1540,2023-03-01,Basic,Referral,2023-03-28
1541,2023-09-01,Basic,Organic,2023-09-29
1542,2023-03-01,Basic,Paid,2023-03-22
1543,2023-03-01,Pro,Paid,2023-03-19
1544,2023-10-01,Pro,Social,2023-10-18
1545,2023-01-01,Basic,Paid,2023-01-16
1546,2023-11-01,Basic,Social,2023-11-26
1547,2023-10-01,Basic,Organic,2023-10-20
1548,2023-10-01,Pro,Paid,2023-10-02
1549,2024-04-01,Pro,Paid,2024-04-22
1550,2023-10-01,Pro,Paid,2023-10-10
1551,2024-04-01,Basic,Paid,2024-04-28
1552,2023-09-01,Basic,Paid,2023-09-09
1553,2023-09-01,Basic,Organic,2023-09-06
1554,2023-05-01,Pro,Paid,2023-05-06
1555,2023-09-01,Pro,Organic,2023-09-06
1556,2024-05-01,Enterprise,Paid,2024-05-03
1557,2023-05-01,Pro,Referral,2023-05-27
1558,2024-04-01,Pro,Paid,2024-04-13
1559,2023-08-01,Pro,Referral,2023-08-06
1560,2023-07-01,Pro,Referral,2023-07-02
1561,2023-09-01,Pro,Organic,2023-09-06
1562,2024-03-01,Basic,Paid,2024-03-24
1563,2024-06-01,Basic,Paid,2024-06-13
1564,2024-04-01,Basic,Paid,2024-04-14
1565,2023-01-01,Basic,Referral,2023-01-13
1566,2023-11-01,Enterprise,Paid,2023-11-02
1567,2023-04-01,Enterprise,Paid,2023-04-28
1568,2024-02-01,Pro,Paid,2024-02-09
1569,2023-11-01,Basic,Referral,2023-11-09
1570,2024-01-01,Basic,Paid,2024-01-08
1571,2023-07-01,Pro,Paid,2023-07-06
1572,2023-11-01,Pro,Paid,2023-11-27
1573,2023-03-01,Basic,Organic,2023-03-04
1574,2024-03-01,Basic,Referral,2024-03-09
1575,2023-07-01,Basic,Paid,2023-07-02
1576,2023-07-01,Enterprise,Paid,2023-07-23
1577,2023-04-01,Basic,Paid,2023-04-13
1578,2023-06-01,Enterprise,Paid,2023-06-09
1579,2023-10-01,Basic,Social,2023-10-21
1580,2024-03-01,Enterprise,Organic,2024-03-14
1581,2023-11-01,Basic,Referral,2023-11-09
1582,2023-02-01,Basic,Paid,2023-02-02
1583,2023-09-01,Enterprise,Organic,2023-09-15
1584,2023-03-01,Basic,Social,2023-03-20
1585,2024-01-01,Basic,Paid,2024-01-05
1586,2024-06-01,Pro,Organic,2024-06-21
1587,2023-04-01,Enterprise,Referral,2023-04-04
1588,2023-02-01,Basic,Paid,2023-02-09
1589,2024-03-01,Basic,Paid,2024-03-21
1590,2023-01-01,Enterprise,Paid,2023-01-09
1591,2023-05-01,Pro,Social,2023-05-19
1592,2023-01-01,Pro,Social,2023-01-16
1593,2024-04-01,Basic,Referral,2024-04-25
1594,2023-03-01,Pro,Organic,2023-03-23
1595,2024-04-01,Basic,Paid,2024-04-12
1596,2023-11-01,Pro,Paid,2023-11-21
1597,2023-03-01,Basic,Referral,2023-03-11
1598,2023-03-01,Pro,Referral,2023-03-10
1599,2023-07-01,Basic,Organic,2023-07-13
1600,2023-07-01,Basic,Paid,2023-07-04
1601,2023-12-01,Basic,Referral,2023-12-15
1602,2023-07-01,Basic,Organic,2023-07-24
1603,2023-08-01,Basic,Organic,2023-08-18
1604,2023-10-01,Basic,Social,2023-10-26
1605,2024-03-01,Enterprise,Organic,2024-03-11
1606,2023-02-01,Basic,Referral,2023-02-13
1607,2023-04-01,Basic,Paid,2023-04-17
1608,2024-03-01,Enterprise,Referral,2024-03-18
1609,2023-05-01,Pro,Organic,2023-05-03
1610,2023-02-01,Pro,Paid,2023-02-01
1611,2024-04-01,Enterprise,Paid,2024-04-08
1612,2023-05-01,Basic,Paid,2023-05-29
1613,2023-10-01,Pro,Organic,2023-10-20
1614,2023-06-01,Pro,Organic,2023-06-27
1615,2023-04-01,Basic,Paid,2023-04-20
1616,2023-08-01,Basic,Organic,2023-08-11
1617,2024-01-01,Basic,Social,2024-01-19
1618,2024-06-01,Basic,Referral,2024-06-26
1619,2023-07-01,Pro,Paid,2023-07-11
1620,2023-03-01,Basic,Organic,2023-03-14
1621,2023-06-01,Pro,Paid,2023-06-15
1622,2023-08-01,Enterprise,Organic,2023-08-04
1623,2024-01-01,Pro,Organic,2024-01-16
1624,2023-03-01,Basic,Organic,2023-03-03
1625,2023-10-01,Basic,Referral,2023-10-25
1626,2024-04-01,Pro,Organic,2024-04-21
1627,2023-09-01,Pro,Paid,2023-09-06
1628,2023-02-01,Pro,Referral,2023-02-20
1629,2023-03-01,Pro,Referral,2023-03-12
1630,2024-02-01,Basic,Organic,2024-02-04
1631,2024-05-01,Enterprise,Paid,2024-05-28
1632,2024-06-01,Pro,Paid,2024-06-21
1633,2023-07-01,Basic,Organic,2023-07-26
1634,2023-05-01,Pro,Social,2023-05-16
1635,2024-04-01,Basic,Paid,2024-04-02
1636,2023-02-01,Pro,Organic,2023-02-14
1637,2023-09-01,Basic,Referral,2023-09-25
1638,2024-03-01,Basic,Referral,2024-03-18
1639,2023-06-01,Basic,Organic,2023-06-17
1640,2023-04-01,Basic,Organic,2023-04-15
1641,2023-11-01,Basic,Referral,2023-11-29
1642,2023-11-01,Basic,Organic,2023-11-08
1643,2023-04-01,Basic,Paid,2023-04-07
1644,2024-01-01,Enterprise,Organic,2024-01-19
1645,2024-04-01,Basic,Paid,2024-04-07
1646,2024-03-01,Basic,Paid,2024-03-15
1647,2023-07-01,Pro,Social,2023-07-07
1648,2023-11-01,Basic,Paid,2023-11-02
1649,2023-09-01,Basic,Referral,2023-09-15
1650,2024-02-01,Basic,Paid,2024-02-29
1651,2023-10-01,Pro,Referral,2023-10-21
1652,2023-06-01,Pro,Paid,2023-06-08
1653,2023-03-01,Basic,Paid,2023-03-28
1654,2023-07-01,Pro,Referral,2023-07-09
1655,2023-01-01,Pro,Referral,2023-01-08
1656,2023-08-01,Basic,Paid,2023-08-29
1657,2023-05-01,Enterprise,Referral,2023-05-14
1658,2023-02-01,Basic,Paid,2023-02-25
1659,2024-05-01,Basic,Paid,2024-05-16
1660,2023-04-01,Basic,Organic,2023-04-18
1661,2023-01-01,Pro,Paid,2023-01-07
1662,2023-05-01,Basic,Organic,2023-05-03
1663,2023-01-01,Basic,Paid,2023-01-23
1664,2024-03-01,Enterprise,Referral,2024-03-01
1665,2024-03-01,Basic,Organic,2024-03-23
1666,2024-01-01,Basic,Referral,2024-01-21
1667,2024-03-01,Pro,Organic,2024-03-21
1668,2023-03-01,Basic,Paid,2023-03-17
1669,2023-02-01,Basic,Referral,2023-02-23
1670,2024-06-01,Pro,Organic,2024-06-22
1671,2023-03-01,Pro,Paid,2023-03-02
1672,2024-05-01,Enterprise,Paid,2024-05-29
1673,2023-02-01,Basic,Paid,2023-02-20
1674,2023-02-01,Basic,Organic,2023-02-18
1675,2023-03-01,Pro,Referral,2023-03-05
1676,2023-11-01,Basic,Organic,2023-11-16
1677,2023-07-01,Pro,Referral,2023-07-11
1678,2023-12-01,Enterprise,Paid,2023-12-14
1679,2023-09-01,Basic,Paid,2023-09-15
1680,2024-04-01,Pro,Referral,2024-04-16
1681,2024-06-01,Pro,Paid,2024-06-10
1682,2024-03-01,Pro,Referral,2024-03-23
1683,2023-03-01,Basic,Referral,2023-03-03
1684,2023-03-01,Basic,Organic,2023-03-03
1685,2023-04-01,Basic,Organic,2023-04-05
1686,2024-04-01,Basic,Organic,2024-04-21
1687,2023-01-01,Basic,Social,2023-01-18
1688,2023-05-01,Basic,Paid,2023-05-24
1689,2023-01-01,Basic,Organic,2023-01-28
1690,2023-08-01,Pro,Paid,2023-08-11
1691,2024-02-01,Pro,Paid,2024-02-26
1692,2023-11-01,Basic,Paid,2023-11-17
1693,2024-06-01,Basic,Paid,2024-06-05
1694,2023-10-01,Basic,Organic,2023-10-16
1695,2023-12-01,Enterprise,Referral,2023-12-02
1696,2023-05-01,Basic,Paid,2023-05-06
1697,2023-06-01,Pro,Organic,2023-06-06
1698,2023-05-01,Basic,Organic,2023-05-11
1699,2023-05-01,Basic,Paid,2023-05-07
1700,2024-06-01,Pro,Paid,2024-06-12
1701,2023-05-01,Basic,Paid,2023-05-06
1702,2024-06-01,Basic,Social,2024-06-13
1703,2024-04-01,Pro,Social,2024-04-11
1704,2023-05-01,Basic,Referral,2023-05-17
1705,2023-11-01,Pro,Organic,2023-11-29
1706,2023-10-01,Enterprise,Referral,2023-10-19
1707,2023-05-01,Pro,Referral,2023-05-15
1708,2023-11-01,Pro,Referral,2023-11-29
1709,2023-02-01,Basic,Paid,2023-02-10
1710,2023-01-01,Basic,Referral,2023-01-15
1711,2023-12-01,Basic,Organic,2023-12-21
1712,2023-07-01,Pro,Organic,2023-07-25
1713,2023-09-01,Basic,Organic,2023-09-28
1714,2024-03-01,Pro,Social,2024-03-17
1715,2024-01-01,Basic,Paid,2024-01-20
1716,2024-05-01,Enterprise,Social,2024-05-12
1717,2024-01-01,Basic,Referral,2024-01-12
1718,2024-01-01,Basic,Organic,2024-01-12
1719,2023-10-01,Enterprise,Referral,2023-10-03
1720,2023-07-01,Pro,Paid,2023-07-14
1721,2024-03-01,Basic,Referral,2024-03-29
1722,2024-02-01,Pro,Paid,2024-02-27
1723,2023-03-01,Basic,Paid,2023-03-28
1724,2024-05-01,Enterprise,Organic,2024-05-19
1725,2024-01-01,Basic,Paid,2024-01-09
1726,2024-02-01,Basic,Paid,2024-02-19
1727,2023-05-01,Basic,Referral,2023-05-10
1728,2024-06-01,Basic,Referral,2024-06-10
1729,2023-10-01,Basic,Referral,2023-10-08
1730,2023-01-01,Pro,Organic,2023-01-10
1731,2024-04-01,Basic,Paid,2024-04-10
1732,2024-02-01,Basic,Social,2024-02-21
1733,2023-08-01,Basic,Referral,2023-08-16
1734,2023-03-01,Pro,Paid,2023-03-16
1735,2024-02-01,Enterprise,Paid,2024-02-16
1736,2023-04-01,Basic,Referral,2023-04-01
1737,2023-09-01,Basic,Organic,2023-09-11
1738,2024-03-01,Enterprise,Organic,2024-03-06
1739,2023-02-01,Basic,Paid,2023-02-12
1740,2023-02-01,Basic,Paid,2023-02-03
1741,2024-05-01,Basic,Paid,2024-05-25
1742,2023-04-01,Pro,Organic,2023-04-11
1743,2023-11-01,Pro,Paid,2023-11-10
1744,2023-09-01,Pro,Paid,2023-09-04
1745,2024-06-01,Pro,Referral,2024-06-01
1746,2023-05-01,Pro,Paid,2023-05-16
1747,2024-02-01,Basic,Social,2024-02-04
1748,2023-07-01,Basic,Organic,2023-07-07
1749,2024-06-01,Pro,Referral,2024-06-17
1750,2024-06-01,Pro,Referral,2024-06-26
1751,2023-04-01,Basic,Social,2023-04-04
1752,2023-05-01,Enterprise,Paid,2023-05-10
1753,2023-12-01,Basic,Paid,2023-12-20
1754,2024-05-01,Pro,Paid,2024-05-23
1755,2023-10-01,Basic,Referral,2023-10-08
1756,2023-05-01,Enterprise,Organic,2023-05-08
1757,2023-10-01,Basic,Organic,2023-10-03
1758,2024-02-01,Pro,Referral,2024-02-03
1759,2023-01-01,Pro,Referral,2023-01-02
1760,2023-07-01,Basic,Referral,2023-07-17
1761,2023-02-01,Basic,Social,2023-02-02
1762,2023-03-01,Basic,Organic,2023-03-04
1763,2023-04-01,Enterprise,Organic,2023-04-29
1764,2023-07-01,Basic,Paid,2023-07-03
1765,2023-05-01,Pro,Social,2023-05-19
1766,2023-12-01,Basic,Referral,2023-12-25
1767,2023-08-01,Pro,Organic,2023-08-27
1768,2023-01-01,Pro,Referral,2023-01-10
1769,2023-06-01,Enterprise,Paid,2023-06-24
1770,2023-04-01,Enterprise,Social,2023-04-28
1771,2024-04-01,Basic,Paid,2024-04-15
1772,2023-04-01,Basic,Paid,2023-04-13
1773,2024-02-01,Basic,Organic,2024-02-04
1774,2023-11-01,Basic,Organic,2023-11-05
1775,2024-04-01,Pro,Referral,2024-04-18
1776,2023-02-01,Basic,Paid,2023-02-13
1777,2023-10-01,Basic,Referral,2023-10-22
1778,2024-03-01,Basic,Paid,2024-03-28
1779,2024-02-01,Basic,Organic,2024-02-27
1780,2024-04-01,Enterprise,Paid,2024-04-01
1781,2024-04-01,Pro,Paid,2024-04-17
1782,2023-03-01,Basic,Paid,2023-03-23
1783,2023-04-01,Pro,Referral,2023-04-06
1784,2023-03-01,Basic,Organic,2023-03-07
1785,2024-01-01,Basic,Referral,2024-01-24
1786,2024-04-01,Basic,Referral,2024-04-19
1787,2023-09-01,Pro,Referral,2023-09-13
1788,2023-12-01,Basic,Paid,2023-12-13
1789,2024-04-01,Pro,Organic,2024-04-15
1790,2023-04-01,Basic,Paid,2023-04-08
1791,2023-05-01,Basic,Referral,2023-05-27
1792,2023-03-01,Basic,Organic,2023-03-06
1793,2024-01-01,Pro,Paid,2024-01-10
1794,2023-04-01,Pro,Paid,2023-04-17
1795,2024-04-01,Pro,Organic,2024-04-22
1796,2024-04-01,Basic,Organic,2024-04-11
1797,2024-06-01,Pro,Social,2024-06-02
1798,2024-02-01,Enterprise,Organic,2024-02-15
1799,2023-11-01,Enterprise,Paid,2023-11-02
1800,2023-02-01,Basic,Paid,2023-02-25
